Alternative,g1,g2,g3,g4,Class
a69,0.777778,0,0.833333,0,Cl3
a70,1,0.555556,0.333333,0.833333,Cl5
a71,0.333333,0.555556,0.833333,0.833333,Cl5
a72,0,0.555556,0.5,0.833333,Cl3
a73,1,0.888889,0.666667,0.333333,Cl5
a74,1,0.777778,1,0.833333,Cl5
a75,0.222222,0.333333,0.166667,0.833333,Cl2
a76,0.888889,0,0.833333,1,Cl5
a77,0.444444,0.444444,0,1,Cl3
a78,1,0.333333,0.166667,0.333333,Cl3
a79,0.555556,0.222222,0.666667,0.5,Cl3
a80,0.222222,0.444444,0.166667,0.833333,Cl2
a81,0.666667,0.333333,0.5,0.166667,Cl3
a82,0,0.888889,0.333333,0.833333,Cl4
a83,0.888889,0.111111,0.333333,0.333333,Cl2
a84,1,0.666667,0.666667,0,Cl4
a85,0,0.555556,0,1,Cl2
a86,0.888889,0.777778,0.333333,0.666667,Cl4
a87,1,0.555556,0.5,0.666667,Cl5
a88,0.666667,0.111111,0.666667,0.833333,Cl4
a89,0.222222,0.111111,1,0.833333,Cl4
a90,1,0.666667,0.166667,0.833333,Cl4
a91,0.222222,0.777778,0.166667,0.333333,Cl2
a92,1,0.555556,0,1,Cl4
a93,0.888889,0.111111,0.5,0.166667,Cl3
a94,0.777778,0.111111,0.666667,0.833333,Cl4
a95,0.666667,0.222222,0.666667,1,Cl5
a96,0.888889,1,0.5,0.666667,Cl5
a97,0.444444,0.666667,0.833333,0.666667,Cl5
a98,0.333333,1,0.166667,0.833333,Cl4
a99,0.555556,0,1,0.333333,Cl3
a100,0.111111,0.555556,0.666667,0.166667,Cl2
a101,0.777778,0.777778,0.166667,1,Cl5
a102,0.222222,0.666667,0.5,0.166667,Cl2
a103,0.333333,0.111111,0.166667,0.666667,Cl2
a104,0.333333,0.555556,0.5,0.5,Cl3
a105,0.777778,0.222222,0.833333,0.333333,Cl4
a106,0.444444,0.555556,0.5,0,Cl2
a107,0.333333,0.111111,0.666667,0.666667,Cl3
a108,0.333333,0.666667,0.833333,0.5,Cl4
a109,0.222222,0.333333,0,0.5,Cl1
a110,0.555556,0.111111,0.333333,1,Cl4
a111,0.777778,0.888889,0.5,1,Cl5
a112,0.888889,0,1,0,Cl3
a113,0.888889,0.666667,0.166667,0,Cl2
a114,0,0.111111,1,0.666667,Cl3
a115,0.111111,0.333333,0.666667,1,Cl4
a116,0.666667,1,1,0,Cl5
a117,0,0.222222,0.833333,1,Cl4
a118,0.333333,0.111111,0.5,1,Cl4
a119,0.222222,0.444444,1,0.833333,Cl4
a120,0.444444,0.555556,0.333333,0.5,Cl3
a121,0.111111,0.777778,0.166667,0.166667,Cl2
a122,0.444444,0.333333,1,0.166667,Cl4
a123,0,0.777778,0.666667,0.5,Cl3
a124,0.222222,0.111111,0.166667,0.166667,Cl1
a125,1,0.333333,0.166667,1,Cl4
a126,0.333333,0.222222,0.666667,0.333333,Cl2
a127,0.222222,0.333333,0.166667,0,Cl1
a128,0.888889,0,1,0.5,Cl4
a129,0.555556,0.333333,0.333333,0,Cl2
a130,0.444444,0.888889,0.166667,0.166667,Cl2
a131,0.444444,0.333333,0.333333,0.666667,Cl3
a132,0.666667,0.111111,0.333333,0.666667,Cl3
a133,0.666667,0,0.5,0.833333,Cl4
a134,0.111111,0.444444,0.333333,0,Cl1
a135,0.777778,0.111111,0.333333,1,Cl4
a136,1,0.444444,0.833333,0.5,Cl5
a137,0.777778,1,0.833333,1,Cl5
a138,0.777778,0.888889,0.5,0.833333,Cl5
a139,0.555556,1,0.666667,0.333333,Cl4
a140,0.888889,0.444444,1,0.5,Cl5
a141,0.111111,0.222222,0,0.833333,Cl1
a142,0.777778,0.555556,0.166667,0.833333,Cl4
a143,0.222222,0.555556,1,0.666667,Cl4
a144,0,0.666667,0.666667,0.833333,Cl4
a145,0,0,0.666667,0.833333,Cl2
a146,0,0,0.166667,0.666667,Cl1
a147,0.888889,0.555556,0.166667,1,Cl4
a148,0.666667,0,0.666667,0.166667,Cl2
a149,0,1,0.833333,0.666667,Cl4
a150,0.777778,0,0.666667,0.5,Cl3
a151,0.444444,0.111111,0,1,Cl2
a152,0.222222,0.111111,0.333333,0,Cl1
a153,0.444444,0.111111,0.833333,0.666667,Cl4
a154,0.111111,0.888889,0.333333,0.166667,Cl2
a155,0,0,0.833333,0.666667,Cl2
a156,0.444444,0.333333,0.666667,0.333333,Cl3
a157,0.666667,1,0.833333,0.166667,Cl5
a158,0.111111,0.555556,0.166667,0.5,Cl2
a159,0.888889,0.555556,0.166667,0.833333,Cl4
a160,0.333333,0.888889,0.5,0.833333,Cl4
a161,0.111111,0.888889,0.666667,0.666667,Cl4
a162,0.222222,0.222222,0.666667,0.166667,Cl2
a163,0,0.666667,0.166667,0.833333,Cl2
a164,0.222222,0.555556,0.166667,0.833333,Cl3
a165,0.777778,0.333333,0.166667,0.666667,Cl3
a166,0.666667,0.555556,1,1,Cl5
a167,0.111111,0.888889,0,1,Cl3
a168,0.555556,0.333333,0.5,0.666667,Cl4
a169,0.666667,0.777778,0.166667,0.333333,Cl3
a170,0.333333,0.888889,0.166667,1,Cl4
a171,0.333333,0.333333,0.166667,0.833333,Cl3
a172,0.666667,0.222222,0.666667,0.333333,Cl3
a173,0.555556,0,0.166667,1,Cl3
a174,0.888889,0.555556,0.5,0,Cl3
a175,0.333333,1,0.666667,0.666667,Cl5
a176,0.222222,0.111111,0.333333,0.333333,Cl1
a177,0.444444,0.555556,0.5,0.166667,Cl2
a178,0.333333,0.222222,0.5,0.166667,Cl2
a179,0.111111,0.111111,0.666667,0.5,Cl2
a180,0.222222,0.222222,0,1,Cl2
a181,1,1,1,1,Cl5
a182,0.333333,0.111111,0,1,Cl2
a183,0.333333,0.888889,0.833333,0.333333,Cl4
a184,0.777778,0.666667,0.666667,0.333333,Cl4
a185,0.222222,0.777778,1,0.166667,Cl4
a186,0,0,0.5,1,Cl2
a187,0.333333,0.777778,1,0.333333,Cl4
a188,0.444444,0.444444,0.833333,0,Cl3
a189,0.222222,0.222222,0.833333,0.333333,Cl3
a190,0.222222,0.666667,1,1,Cl5
a191,0.555556,0.333333,0.5,0.5,Cl3
a192,1,0.777778,0.666667,0.833333,Cl5
a193,0.222222,0.666667,0.166667,0.833333,Cl3
a194,0.888889,0,0.333333,0,Cl2
a195,0.888889,0.555556,0,0.333333,Cl3
a196,0.222222,0.222222,0.5,0.166667,Cl1
a197,0.777778,0.111111,0,0.166667,Cl1
a198,0.777778,0.666667,0.333333,1,Cl5
a199,0.777778,0.444444,0.5,0.833333,Cl4
a200,0.222222,1,0.333333,0.166667,Cl3
a201,0.777778,0.111111,0.166667,0.666667,Cl3
a202,0.111111,0.555556,0.833333,0.166667,Cl3
a203,0.222222,0.777778,0.5,0.5,Cl3
a204,1,0.444444,0.333333,0.5,Cl4
a205,0.333333,0.444444,0.333333,0.5,Cl2
a206,1,0.333333,0.833333,1,Cl5
a207,0.444444,0.111111,0,0,Cl1
a208,0.444444,0.777778,0.333333,1,Cl4
a209,0.333333,0,0.166667,0.166667,Cl1
a210,0.222222,0.333333,0,0,Cl1
a211,0.111111,0.111111,0.333333,0.833333,Cl2
a212,0,0.333333,0.333333,0.5,Cl2
a213,0.444444,0.333333,0.666667,0,Cl2
a214,0.111111,0.222222,0.166667,1,Cl2
a215,0.222222,1,0.833333,0.666667,Cl5
a216,0.111111,1,0,0.333333,Cl2
a217,0.555556,0.555556,0.166667,0,Cl2
a218,0.222222,1,0.5,0.666667,Cl4
a219,0,0.666667,1,0,Cl3
a220,0.666667,0.555556,0,0.5,Cl2
a221,1,0.333333,0.166667,0.333333,Cl3
a222,0.666667,0.888889,0.666667,0.166667,Cl4
a223,0.444444,0.111111,0.333333,0.666667,Cl2
a224,0.666667,0.888889,0.666667,0.5,Cl5
a225,0.333333,0.222222,0,0.666667,Cl2
a226,0.555556,0.777778,0.5,0.166667,Cl3
a227,0.444444,0.111111,0.333333,0,Cl1
a228,0.555556,0.333333,0,0.166667,Cl1
a229,0.444444,0.777778,0.5,1,Cl5
a230,0.333333,1,0.833333,0.5,Cl5
a231,0.444444,0.888889,0.5,0.833333,Cl5
a232,0.222222,0.444444,0.333333,1,Cl4
a233,0.333333,0,0.833333,0.666667,Cl3
a234,0.666667,1,0,0.333333,Cl3
a235,0,0.222222,1,0.5,Cl3
a236,1,0.333333,0,0.833333,Cl4
a237,1,0.555556,0.666667,0.666667,Cl5
a238,0.111111,1,1,0.333333,Cl4
a239,0.111111,0.777778,0.833333,0.333333,Cl4
a240,1,0.444444,0.666667,1,Cl5
a241,0.555556,0.333333,1,0.166667,Cl4
a242,0,0.555556,0.666667,0,Cl2
a243,1,0.555556,0.5,1,Cl5
a244,0.555556,0.222222,0.666667,0.5,Cl3
a245,0.333333,0.444444,0.666667,0.333333,Cl3
a246,0.666667,1,0.833333,0.5,Cl5
a247,0,0.777778,0,1,Cl3
a248,0.555556,0.555556,0.666667,0,Cl3
a249,0.333333,0.555556,0.333333,0.833333,Cl4
a250,0.666667,0.555556,1,0.833333,Cl5
a251,0,0.888889,0.5,0,Cl2
a252,0.444444,1,0.166667,1,Cl4
a253,0.777778,0.444444,0.333333,1,Cl4
a254,0.777778,1,0.833333,0,Cl4
a255,0.111111,0.111111,0.5,0.5,Cl2
a256,0.888889,0.555556,0.333333,0.666667,Cl4
a257,0.222222,0.555556,0.166667,1,Cl3
a258,0.777778,0.111111,0.833333,0.333333,Cl4
a259,0,1,0.5,0.333333,Cl3
a260,0,0.666667,1,0.166667,Cl3
a261,1,0.333333,0.166667,0.833333,Cl4
a262,0.888889,0.777778,0.833333,0.166667,Cl5
a263,0.444444,0,0.5,0.833333,Cl3
a264,0.777778,0.444444,0,0.833333,Cl3
a265,1,1,0.166667,1,Cl5
a266,1,0.333333,0.166667,0.166667,Cl2
a267,0.777778,0,0.833333,0.333333,Cl4
a268,0.555556,0,0.5,0.5,Cl2
a269,0,0.777778,0,0.833333,Cl2
a270,0.444444,0.555556,1,0.5,Cl4
a271,0.333333,0,0.666667,0.833333,Cl3
a272,0,0.222222,0.166667,0.5,Cl1
a273,1,1,0.333333,0,Cl4
a274,0.333333,0.333333,0.833333,1,Cl4
a275,0.888889,0.333333,0.5,1,Cl5
a276,0.888889,1,0.5,0.5,Cl5
a277,1,0.888889,0,0.666667,Cl4
a278,0.333333,0.444444,0.5,0.5,Cl3
a279,0.555556,0,0,0.666667,Cl2
a280,0,0.222222,0.5,0,Cl1
a281,0.777778,0,1,0.666667,Cl4
a282,0.888889,0.555556,1,0.666667,Cl5
a283,0.444444,0.555556,1,0.5,Cl4
a284,0.111111,0.777778,0.333333,0.166667,Cl2
a285,0.888889,0.888889,0.166667,0.166667,Cl3
a286,0.444444,0.777778,0.833333,0.333333,Cl4
a287,0.666667,0,0.166667,0.666667,Cl2
a288,0,0.444444,1,0.666667,Cl4
a289,0.666667,0.666667,0,1,Cl4
a290,1,1,0.333333,0.5,Cl5
a291,0.444444,0.111111,0,0.5,Cl1
a292,0,0.777778,0,0.333333,Cl1
a293,1,0.555556,0.5,0.833333,Cl5
a294,0.111111,0,0.166667,0.833333,Cl1
a295,0.222222,0,0.833333,1,Cl4
a296,0.222222,0,0,0.833333,Cl1
a297,0.444444,0.333333,0.5,0.166667,Cl2
a298,0.222222,0.777778,1,0.5,Cl4
a299,0.888889,0.777778,0,0.166667,Cl3
a300,0.444444,0.333333,0,0.166667,Cl1
a301,0.777778,0,0.333333,0.833333,Cl3
a302,0,1,0.833333,0.5,Cl4
a303,1,1,0.333333,0.5,Cl5
a304,0.777778,0.444444,1,0.333333,Cl5
a305,0.777778,1,0.166667,1,Cl5
a306,0.666667,0.555556,0.333333,0,Cl2
a307,0.555556,0.555556,0.666667,0.333333,Cl4
a308,1,0.777778,0.5,0,Cl4
a309,1,0.333333,0.5,0,Cl3
a310,1,0.111111,0.333333,0.166667,Cl2
a311,0.777778,0.111111,0.166667,0.5,Cl2
a312,0.777778,0.222222,1,0.666667,Cl5
a313,0.222222,0,0.5,1,Cl3
a314,0.222222,0.555556,0.833333,0.166667,Cl3
a315,0.444444,1,0,0.666667,Cl3
a316,0.444444,0.555556,0.5,0.333333,Cl3
a317,0.333333,0.777778,1,0,Cl4
a318,0.777778,0.555556,0,0.333333,Cl2
a319,0.444444,0.777778,0.166667,0.166667,Cl2
a320,0.333333,0.333333,1,0.5,Cl4
a321,0.777778,0.444444,0,0.166667,Cl2
a322,1,0.666667,0.833333,1,Cl5
a323,0.333333,0.444444,1,0.333333,Cl4
a324,0.444444,0.111111,0.666667,0.166667,Cl2
a325,0.888889,0.555556,0,0.166667,Cl2
a326,0.333333,0.333333,0.5,0.833333,Cl4
a327,0,0.777778,0,1,Cl3
a328,0.888889,0.666667,0,0.333333,Cl3
a329,0.222222,0.111111,0.166667,0.5,Cl1
a330,0.777778,0.666667,1,0.666667,Cl5
a331,0.111111,1,1,0.666667,Cl5
a332,1,0.444444,1,0.333333,Cl5
a333,0.777778,0.777778,0.5,0.5,Cl4
a334,0.444444,0.222222,1,1,Cl5
a335,0.222222,0.555556,0.333333,0.5,Cl2
a336,0.333333,0.333333,0.666667,1,Cl4
a337,0.555556,0,1,0.333333,Cl3
a338,0.444444,0,0.5,0.166667,Cl1
a339,1,0.666667,0.333333,1,Cl5
a340,0.222222,0.222222,0,0.166667,Cl1
a341,0.111111,1,0.166667,0.833333,Cl4
a342,0.777778,0.555556,0,1,Cl4
a343,0.333333,0.555556,0.166667,0,Cl1
a344,1,1,0.166667,0.833333,Cl5
a345,0.777778,0.555556,0.333333,0.666667,Cl4
a346,0.777778,1,1,1,Cl5
a347,0.444444,0.222222,0.666667,0,Cl2
a348,0.111111,1,0.5,0.333333,Cl3
a349,0,0.333333,0.833333,0.5,Cl3
a350,0,0.222222,0.666667,1,Cl3
a351,1,0,0.833333,0.833333,Cl5
a352,0.111111,0.111111,0.333333,0.166667,Cl1
a353,0.666667,0.555556,0,0.5,Cl2
a354,0.111111,0.333333,0,0.333333,Cl1
a355,0,0.777778,1,0.333333,Cl4
a356,0.777778,0.222222,0,0.833333,Cl3
a357,0.222222,0.888889,0.666667,1,Cl5
a358,0.555556,0.111111,0.5,0.666667,Cl3
a359,1,0.111111,0.166667,0.833333,Cl4
a360,0.555556,0.111111,0.666667,0.666667,Cl4
a361,0.888889,0.111111,0.166667,0.833333,Cl3
a362,0.888889,0.777778,0.833333,1,Cl5
a363,0,0.111111,0.833333,1,Cl4
a364,0.555556,0.222222,0.166667,0,Cl1
a365,0.444444,0.222222,0.333333,0.333333,Cl2
a366,0.444444,0.444444,1,0.5,Cl4
a367,1,0.222222,0.333333,0.666667,Cl4
a368,0.666667,0.222222,0.166667,0.166667,Cl2
a369,1,1,1,0.333333,Cl5
a370,0.111111,0.666667,0,0.666667,Cl2
a371,0.888889,0.777778,0.5,0.333333,Cl4
a372,0,0.777778,0,0.5,Cl2
a373,0.444444,0.444444,0.666667,0.166667,Cl3
a374,0,0.888889,0.5,0.333333,Cl3
a375,0.111111,0.444444,0.833333,0.166667,Cl2
a376,1,0.222222,0.833333,0.333333,Cl4
a377,1,0.111111,0.833333,0.833333,Cl5
a378,0,0,0.333333,0.333333,Cl1
a379,0.222222,0.888889,0.166667,0.333333,Cl2
a380,0.111111,0,1,0.833333,Cl4
a381,0.555556,0.444444,0.333333,1,Cl4
a382,0.555556,0.555556,0.5,0.833333,Cl4
a383,0,0.222222,0,0.833333,Cl1
a384,0.777778,0.888889,0.666667,1,Cl5
a385,0.111111,0.444444,0.833333,0.5,Cl3
a386,0.555556,0.111111,0.166667,1,Cl3
a387,0.777778,0.555556,0.666667,0.5,Cl4
a388,0,0.111111,0.833333,0.333333,Cl2
a389,0.222222,0.444444,0,0.5,Cl1
a390,0.333333,0.333333,0.333333,0.166667,Cl1
a391,0.222222,0.444444,1,0.833333,Cl4
a392,0.222222,0.111111,0.666667,0.833333,Cl3
a393,1,0.555556,0,0.666667,Cl4
a394,0.222222,0.555556,0.833333,0.166667,Cl3
a395,1,0.444444,0.333333,1,Cl5
a396,0.888889,0.777778,0.833333,0,Cl4
a397,1,0.666667,0.666667,0.666667,Cl5
a398,0.111111,0.222222,0.833333,0.666667,Cl3
a399,0,0.444444,0.333333,0.333333,Cl1
a400,1,0.222222,0.666667,0.5,Cl4
a401,0.666667,0.888889,1,0.666667,Cl5
a402,0.111111,0.666667,0.333333,0.166667,Cl2
a403,0.333333,0.111111,1,0.333333,Cl3
a404,0.333333,1,0.666667,0.5,Cl4
a405,0.777778,0.333333,0.333333,1,Cl4
a406,0.888889,0.888889,0.333333,0.5,Cl4
a407,0.777778,0.444444,0,0.666667,Cl3
a408,0.666667,0.222222,1,0.5,Cl4
a409,0.888889,0.666667,0.5,0.166667,Cl4
a410,0.888889,0.333333,0.5,0.833333,Cl4
a411,0.555556,0.222222,0.833333,0.166667,Cl3
a412,0,0.222222,0.333333,0.833333,Cl2
a413,0.333333,0,0.833333,0.333333,Cl2
a414,0.111111,0.222222,0.833333,0.333333,Cl2
a415,0.777778,0.333333,0.333333,0.166667,Cl2
a416,0.666667,0.333333,1,0.333333,Cl4
a417,0.888889,1,0.666667,0.666667,Cl5
a418,0.777778,0.666667,1,0.166667,Cl5
a419,0.111111,0.888889,1,0.833333,Cl5
a420,0.888889,1,0.166667,1,Cl5
a421,0.111111,0.555556,1,0,Cl3
a422,0.555556,0.111111,0,1,Cl2
a423,0.888889,0.888889,1,0.833333,Cl5
a424,0.666667,0.777778,0.666667,0.5,Cl4
a425,0.444444,0.111111,0.666667,0.166667,Cl2
a426,0.777778,0.222222,0.166667,1,Cl4
a427,0.222222,0.222222,0,1,Cl2
a428,0.666667,0.222222,0.833333,0.666667,Cl4
a429,0.333333,0.444444,0.166667,0.833333,Cl3
a430,0.444444,0,0.833333,0.5,Cl3
a431,0.555556,0.444444,0.666667,0.666667,Cl4
a432,0.666667,0.777778,0,0.166667,Cl2
a433,0.555556,0,0.333333,1,Cl3
a434,0.777778,0.555556,0.5,1,Cl5
a435,1,0.777778,0,0.333333,Cl3
a436,0.555556,0.444444,0.166667,0.5,Cl2
a437,0.111111,0.888889,0.333333,0.5,Cl3
a438,0.333333,0.333333,0,0.5,Cl1
a439,0,0.444444,0,0.5,Cl1
a440,0.222222,0.666667,0,1,Cl3
a441,0.111111,0.333333,0.5,1,Cl3
a442,0,0,0.833333,0.166667,Cl1
a443,0.111111,0.888889,1,0.833333,Cl5
a444,0.111111,0.444444,0.166667,0,Cl1
a445,0.888889,0.444444,0.666667,1,Cl5
a446,0.444444,0.222222,0,1,Cl2
a447,0,1,0.333333,0.666667,Cl3
a448,0.222222,0.777778,0.5,0.166667,Cl2
a449,0.111111,1,0.166667,0.5,Cl3
a450,0.111111,0.555556,0.666667,0.5,Cl3
a451,0.888889,1,0.666667,0.833333,Cl5
a452,0.222222,0,0.166667,0.333333,Cl1
a453,0.111111,0.555556,0.833333,0.333333,Cl3
a454,0,0.555556,0.666667,0.333333,Cl2
a455,1,0,0.166667,0.666667,Cl3
a456,0.666667,0.444444,0.833333,0,Cl3
a457,0.666667,0.777778,1,0.333333,Cl5
a458,0.555556,0.777778,0,0.333333,Cl2
a459,0.444444,1,0,0,Cl2
a460,0.666667,0.444444,0.333333,0.5,Cl3
a461,0,0.666667,0,0.5,Cl1
a462,0.888889,1,0.166667,1,Cl5
a463,1,1,0.166667,0.166667,Cl4
a464,0.222222,0.555556,0.5,1,Cl4
a465,0.111111,0.111111,0,0.666667,Cl1
a466,0.555556,1,0.166667,0.333333,Cl3
a467,0.222222,0.555556,0.833333,0.333333,Cl3
a468,0,1,0.166667,0.333333,Cl2
a469,0.333333,0.888889,0,0.166667,Cl2
a470,0.666667,0.888889,0.5,0.833333,Cl5
a471,0.666667,0.888889,0.666667,0.666667,Cl5
a472,0.333333,0,0,0.5,Cl1
a473,0.555556,0.777778,0.833333,0,Cl4
a474,0,0.555556,0.666667,0,Cl2
a475,0,1,0,0.666667,Cl2
a476,0.333333,0.777778,0.333333,0.666667,Cl4
a477,0.222222,0.777778,1,0,Cl4
a478,0,0.444444,0.166667,0,Cl1
a479,0.777778,0.555556,0.666667,0.833333,Cl5
a480,0,0.666667,0.333333,1,Cl4
a481,0.333333,0.555556,0.833333,1,Cl5
a482,0.666667,0,0.833333,0,Cl2
a483,0.444444,0.111111,0.333333,0.833333,Cl3
a484,1,0.444444,0,0.5,Cl3
a485,0.666667,0.222222,0.333333,0.666667,Cl3
a486,0.111111,0.888889,0.833333,0.5,Cl4
a487,0.222222,1,0,0.5,Cl2
a488,0.444444,0.111111,0.666667,0.666667,Cl3
